positive	is a Corticosteroids Concomitant administration with aspirin may increase the risk of gastrointestinal ulceration and may reduce serum salicylate levels
positive	is a Pyrazolone Derivatives <e2>phenylbutazone</e2> oxyphenbutazone and possibly dipyrone Concomitant administration with <e1>aspirin</e1> may increase the risk of gastrointestinal ulceration
negative	is a <e2>Nonsteroidal Antiinflammatory Agents</e2> <e1>Aspirin</e1> is contraindicated in patients who are hypersensitive to nonsteroidal antiinflammatory agents
positive	is a Urinary Alkalinizers Decrease aspirin effectiveness by increasing the rate of salicylate renal excretion
positive	is a Phenobarbital Decreases aspirin effectiveness by enzyme induction
positive	is a Phenytoin Serum phenytoin levels may be increased by aspirin
positive	is a Propranolol May decrease <e1>aspirin</e1>s antiinflammatory action by competing for the same <e2>receptors</e2>
negative	is a <e1>Antacids</e1> Enteric Coated <e2>Aspirin</e2> should not be given concurrently with antacids since an increase in the pH of the stomach may effect the enteric coating of the tablets
positive	is a CoumarinType Anticoagulants Several shortterm controlled studies failed to wshow that ibuprofen significantly affected prothrombin times or a variety of other clotting factors when administered to individuals on coumarintype anticoagulants
positive	is a However because bleeding has been reported when ibuprofen and other nonsteroidal antiinflammatory agents have been administered to patients on coumarintype anticoagulants the physician should be cautious when administering ibuprofen to patients on anticoagulants
negative	is a Aspirin Animal studies wshow that aspirin given with nonsteroidal antiinflammatory agents including ibuprofen yields a net decrease in antiinflammatory activity with lowered blood levels of the nonaspirin drug
negative	is a Single dose bioavailability studies in normal volunteers have failed to wshow an effect of aspirin on ibuprofen blood levels
negative	is a Correlative clinical studies have not been performed
positive	is a Methotrexate Ibuprofen as well as other nonsteroidal antiinflammatory drugs probably reduces the tubular secretion of methotrexate based on in vitro studies in rabbit kidney slices
positive	is a This may indicate that ibuprofen could enhance the toxicity of methotrexate
positive	is a Caution should be used if ibuprofen is administered concomitantly with methotrexate
negative	is a H2 Antagonists In studies with human volunteers coadministration of cimetidine or ranitidine with ibuprofen had no substantive effect on ibuprofen serum concentrations
positive	is a Furosemide Clinical studies as well as random observations have shown that ibuprofen can reduce the natriuretic effect of furosemide and thiazides in some patients
negative	is a This response has been attributed to inhibition of renal prostaglandin synthesis
negative	is a During concomitant therapy with ibuprofen the patient should be observed closely for signs of renal failure as well as to assure diuretic efficacy
positive	is a Lithium Ibuprofen produced an elevation of plasma lithium levels and a reduction in renal lithium clearance in a study of eleven normal volunteers
negative	is a The mean minimum lithium concentration increased 15 and the renal clearance of lithium was decreased by 19 during this period of concomitant drug administration
negative	is a This effect has been attributed to inhibition of renal prostaglandin synthesis by ibuprofen
positive	is a Thus when ibuprofen and lithium are administered concurrently subjects should be observed carefully for signs of lithium toxicity
negative	is a Read circulars for lithium preparation before use of such concurrent therapy
positive	is a Aspirin As with other <e1>NSAIDs</e1> concomitant administration of <e2>Ponstel</e2> and aspirin is not generally recommended because of the potential of increased adverse effects
positive	is a Methotrexate NSAIDs have been reported to competitively inhibit methotrexate accumulation in rabbit kidney slices
negative	is a This may indicate that they could enhance the toxicity of methotrexate
positive	is a Caution should be used when NSAIDs are administered concomitantly with methotrexate
positive	is a ACE inhibitors Reports suggest that NSAIDs may diminish the antihypertensive effect of ACE inhibitors
positive	is a This interaction should be given consideration in patients taking NSAIDs concomitantly with ACE inhibitors
positive	is a Furosemide Clinical studies as well as postmarketing observations have shown that <e1>NSAIDs</e1> can reduce the natriuretic effect of <e2>furosemide</e2> and thiazides in some patients
negative	is a This response has been attributed to inhibition of renal prostaglandin synthesis
positive	is a During concomitant therapy of Ponstel with <e2>furosemide</e2> the patient should be observed closely for signs of renal failure as well as to assure <e1>diuretic</e1> efficacy
positive	is a Lithium NSAIDs have produced an elevation of plasma lithium levels and a reduction in renal lithium clearance
negative	is a The mean minimum lithium concentration increased 15 and the renal clearance was decreased by approximately 20
positive	is a These effects have been attributed to inhibition of renal prostaglandin synthesis by the NSAID
positive	is a Thus when NSAIDs and lithium are administered concurrently subjects should be observed carefully for signs of lithium toxicity
positive	is a Warfarin The effects of warfarin and <e1>NSAIDs</e1> on GI bleeding are synergistic such that users of both <e2>drug</e2>s together have a risk of serious GI bleeding higher than users of either <e2>drug</e2> alone
negative	is a <e1>Antacids</e1> In a single dose study n6 ingestion of an <e2>antacid</e2> containing 1
positive	is a 7gram of magnesium hydroxide with 500mg of mefenamic acid increased the Cmax and AUC of mefenamic acid by 125 and 36 respectively
negative	is a A number of compounds are inhibitors of CYP2C9 including fluconazole <e2>lovastatin</e2> and <e1>trimethoprim</e1>
negative	is a Drug interaction studies of mefenamic acid and these compounds have not been conducted
negative	is a The possibility of altered safety and efficacy should be considered when <e1>Ponstel</e1> is used concomitantly with these <e2>drug</e2>s
positive	is a Aspirin Concomitant administration of diclofenac and aspirin is not recommended because diclofenac is displaced from its binding sites during the concomitant administration of aspirin resulting in lower plasma concentrations peak plasma levels and AUC values
positive	is a Anticoagulants While studies have not shown <e1>diclofenac</e1> to interact with anticoagulants of the warfarin type caution should be exercised nonetheless since interactions have been seen with other <e2>NSAID</e2>s
positive	is a Because prostaglandins play an important role in hemostasis and <e2>NSAID</e2>s affect platelet function as well concurrent therapy with all <e2>NSAID</e2>s including <e1>diclofenac</e1> and warfarin requires close monitoring of patients to be certain that no change in their anticoagulant dosage is required
positive	is a Digoxin Methotrexate Cyclosporine <e1>Diclofenac</e1> like other <e2>NSAID</e2>s may affect renal prostaglandins and increase the toxicity of certain drugs
positive	is a Ingestion of diclofenac may increase serum concentrations of digoxin and methotrexate and increase cyclosporines nephrotoxicity
positive	is a Patients who begin taking <e1>diclofenac</e1> or who increase their <e1>diclofenac</e1> dose or any other <e2>NSAID</e2> while taking digoxin methotrexate or cyclosporine may develop toxicity characteristics for these drugs
negative	is a They should be observed closely particularly if renal function is impaired
negative	is a In the case of digoxin serum levels should be monitored
negative	is a Lithium Diclofenac decreases lithium renal clearance and increases lithium plasma levels
positive	is a In patients taking diclofenac and lithium concomitantly lithium toxicity may develop
negative	is a Oral Hypoglycemics Diclofenac does not alter glucose metabolism in normal subjects nor does it alter the effects of oral hypoglycemic agents
positive	is a There are rare reports however from marketing experiences of changes in effects of insulin or oral hypoglycemic agents in the presence of diclofenac that necessitated changes in the doses of such agents
negative	is a Both hypo and hyperglycemic effects have been reported
positive	is a A direct causal relationship has not been established but physicians should consider the possibility that diclofenac may alter a diabetic patients response to insulin or oral hypoglycemic agents
positive	is a Diuretics <e1>Diclofenac</e1> and other <e2>NSAID</e2>s can inhibit the activity of diuretics
negative	is a Concomitant treatment with potassiumsparing diuretics may be associated with increased serum potassium levels
positive	is a Other <e2>Drug</e2>s In small groups of patients 710interaction study the concomitant administration of azathioprine gold chloroquine Dpenicillamine prednisolone doxycycline or digitoxin did not significantly affect the peak levels and AUC values of <e1>diclofenac</e1>
negative	is a Phenobarbital toxicity has been reported to have occurred in a patient on chronic phenobarbital treatment following the initiation of diclofenac therapy
positive	is a Protein Binding In vitro diclofenac interferes minimally or not at all with the protein binding of salicylic acid 20 decrease in binding tolbutamide prednisolone 10 decrease in binding or warfarin
negative	is a Benzylpenicillin ampicillin oxacillin chlortetracycline doxycycline cephalothin erythromycin and <e1>sulfamethoxazole</e1> have no influence in vitro on the protein binding of <e2>diclofenac</e2> in human serum
negative	is a <e2>Drug</e2>Laboratory Test Interactions Effect on Blood Coagulation Diclofenac increases platelet aggregation time but does not affect bleeding time plasma thrombin clotting time plasma fibrinogen or <e1>factors V</e1> and VII to XII
negative	is a Statistically significant changes in prothrombin and partial thromboplastin times have been reported in normal volunteers
negative	is a The mean changes were observed to be less than 1 second in both instances however and are unlikely to be clinically important
positive	is a <e1>Diclofenac</e1> is a prostaglandin synthetase inhibitor however and all <e2>drugs</e2> that inhibit prostaglandin synthesis interfere with platelet function to some degreetherefore patients who may be adversely affected by such an action should be carefully observed
positive	is a <e1>Chlorprothixene</e1> may increase the plasmalevel of concomitantly given <e2>lithium</e2>
negative	is a In order to avoid lithium intoxication lithium plasma levels should be monitored closely
positive	is a If chlorprothixene is given concomitantly with opioids the opioid dose should be reduced by approx
positive	is a 50 because chlorprothixene amplifies the therapeutic actions and sideeffects of opioids massively
positive	is a Avoid the concomitant use of chlorprothixene and tramadol Ultram
negative	is a Massive seizures may be encountered with this combination
positive	is a Consider additive sedative effects and confusional states to emerge if chlorprothixene is given with benzodiazepines or barbituates
negative	is a Choose particular low doses of these drugs
positive	is a Exert particular caution in combining chlorprothixene with other anticholinergic drugs tricyclic antidepressants and antiparkinsonian agents Particularly the elderly may develop delirium high fever severe obstipation even ileus and glaucoma
negative	is a In vitro studies were conducted to investigate the potential of gabapentin to inhibit the major cytochrome P450 enzymes CYP1A2 CYP2A6 CYP2C9 CYP2C19 CYP2D6 CYP2E1 and CYP3A4 that mediate drug and xenobiotic metabolism using isoform selective marker substrates and human liver microsomal preparations
negative	is a Only at the highest concentration tested 171 gmL1 mM was a slight degree of inhibition 1430 of <e2>isoform</e2> <e1>CYP2A6</e1> observed
negative	is a No inhibition of any of the other isoforms tested was observed at gabapentin concentrations up to 171 mgmL approximately 15 times the Cmax at 3600 mgday
negative	is a <e2>Gabapentin</e2> is not appreciably metabolized nor does it interfere with the metabolism of commonly coadministered antiepileptic <e1>drugs</e1>
negative	is a The drug interaction data described in this section were obtained from studies involving healthy adults and adult patients with epilepsy
negative	is a Phenytoin In a single 400 mg and multiple dose 400 mg TID study of Neurontin span class c11  in epileptic patients N8 maintained on phenytoin monotherapy for at least 2 months gabapentin had no effect on the steadystate trough plasma concentrations of phenytoin and phenytoin had no effect on gabapentin pharmacokinetics
negative	is a Carbamazepine Steadystate trough plasma carbamazepine and carbamazepine 10 11 epoxide concentrations were not affected by concomitant gabapentin 400 mg TIDN12 administration
negative	is a Likewise gabapentin pharmacokinetics were unaltered by carbamazepine administration
negative	is a Valproic Acid The mean steadystate trough serum valproic acid concentrations prior to and during concomitant gabapentin administration 400 mg TIDN17 were not different and neither were gabapentin pharmacokinetic parameters affected by valproic acid
negative	is a Phenobarbital Estimates of steadystate pharmacokinetic parameters for phenobarbital or gabapentin 300 mg TIDN12 are identical whether the drugs are administered alone or together
positive	is a Naproxen Coadministration N18 of naproxen sodium capsules 250 mg with Neurontin span class c11  125 mg appears to increase the amount of gabapentin absorbed by 12 to 15
negative	is a <e2>Gabapentin</e2> had no effect on <e1>naproxen</e1> pharmacokinetic parameters
negative	is a These doses are lower than the therapeutic doses for both drug</e2>s</e1>
negative	is a The magnitude of interaction within the recommended dose ranges of either drug is not known
negative	is a <e1>Hydrocodone</e1> Coadministration of Neurontin 125 to 500 mgN48 decreases <e2>hydrocodon</e2>e 10 mgN50 Cmax and AUC values in a dosedependent manner relative to administration of <e2>hydrocodon</e2>e aloneCmax and AUC values are 3 to 4 lower respectively after administration of 125 mg Neurontin and 21 to 22 lower respectively after administration of 500 mg Neurontin
negative	is a The mechanism for this interaction is unknown
positive	is a Hydrocodone increases gabapentin AUC values by 14
negative	is a The magnitude of interaction at other doses is not known
positive	is a Morphine A literature article reported that when a 60mg controlledrelease morphine capsule was administered 2 hours prior to a 600mg Neurontin capsule N12 mean gabapentin AUC increased by 44 compared to gabapentin administered without morphine
negative	is a Morphine pharmacokinetic parameter values were not affected by administration of Neurontin 2 hours after morphine
negative	is a The magnitude of interaction at other doses is not known
positive	is a Cimetidine In the presence of cimetidine at 300 mg QID N12 the mean apparent oral clearance of gabapentin fell by 14 and creatinine clearance fell by 10
positive	is a Thus cimetidine appeared to alter the renal excretion of both gabapentin and creatinine an endogenous marker of renal function
positive	is a This small decrease in excretion of gabapentin by cimetidine is not expected to be of clinical importance
positive	is a The effect of gabapentin on cimetidine was not evaluated
negative	is a Oral Contraceptive Based on AUC and halflife multipledose pharmacokinetic profiles of <e1>norethindrone</e1> and <e2>ethinyl estradiol</e2> following administration of tablets containing 2
positive	is a 5 mg of norethindrone acetate and 50 mcg of ethinyl estradiol were similar with and without coadministration of gabapentin 400 mg TIDN13
positive	is a The Cmax of norethindrone was 13 higher when it was coadministered with gabapentinthis interaction is not expected to be of clinical importance
positive	is a <e2>Antacid</e2> Maalox Maalox reduced the bioavailability of <e1>gabapentin</e1> N16 by about 20
positive	is a This decrease in bioavailability was about 5 when gabapentin was administered 2 hours after Maalox
positive	is a It is recommended that gabapentin be taken at least 2 hours following Maalox administration
negative	is a Effect of Probenecid Probenecid is a blocker of renal tubular secretion
negative	is a <e1>Gabapentin</e1> pharmacokinetic parameters without and with <e2>probenecid</e2> were comparable
negative	is a This indicates that gabapentin does not undergo renal tubular secretion by the pathway that is blocked by probenecid
negative	is a DrugLaboratory Tests Interactions Because false positive readings were reported with the Ames NMultistix SG span class c11  dipstick test for urinary protein when gabapentin was added to other antiepileptic drugs the more specific sulfosalicylic acid precipitation procedure is recommended to determine the presence of urine protein
positive	is a Interactions may occur with the following adrenocorticoids <e1>cortisone</e1>like medicine <e2>anticoagulants</e2> blood thinners carbamazepine corticotropin barbiturates may decrease the effects of these medicines central nervous system CNS depressants using these medicines with barbiturates may result in increased CNS depressant effects divalproex sodium valproic acid using these medicines with barbiturates may change the amount of either medicine that you need to take and oral contraceptives containing estrogens barbiturates may decrease the effectiveness of these oral contraceptives and you may need to change to a different type of birth control
positive	is a Warfarin <e1>Meclofenamate sodium</e1> enhances the effect of <e2>warfarin</e2>
positive	is a Therefore when <e1>meclofenamate sodium</e1> is given to a patient receiving <e2>warfarin</e2> the dosage of <e2>warfarin</e2> should be reduced to prevent excessive prolongation of the prothrombin time
positive	is a <e2>Aspirin</e2> Concurrent administration of aspirin may lower <e1>meclofenamate sodium</e1> plasma levels possibly by competing for proteinbinding sites
negative	is a The urinary excretion of meclofenamate sodium is unaffected by aspirin indicating no change in meclofenamate sodium absorption
negative	is a Meclofenamate sodium does not affect serum salicylate levels
negative	is a Greater fecal blood loss results from concomitant administration of both drug</e2>s</e1> than from either <e2>drug</e2> alone
negative	is a Propoxyphene The concurrent administration of propoxyphene hydrochloride does not affect the bioavailability of meclofenamate sodium
negative	is a Antacids Concomitant administration of aluminum and magnesium hydroxides does not interfere with absorption of meclofenamate sodium
positive	is a The concurrent use of two or more drugs with anticholinergic activitysuch as an antipsychotic drug eg chlorpromazine an antiparkinsonian drug eg <e1>trihexyphenidyl</e1> andor a <e2>tricyclic antidepressant</e2> eg amitriptylinecommonly results in excessive anticholinergic effects including dry mouth and associated dental complications blurred vision and in patients exposed to high temperature and humidity hyperpyrexia
negative	is a Interactions may also occur with the following antidepressantsantianxiety drugs drugs used to treat an overactive thyroid betablockers e
negative	is a propranolol sparfloxacin grepafloxacin guanethidine guanadrel metrizamide cabergoline <e2>lithium</e2> <e1>narcotic</e1> pain medication e
negative	is a codeine <e1>drugs</e1> used to aid sleep drowsinesscausing <e2>antihistamines</e2> e
negative	is a <e2>diphenhydramine</e2> any other <e1>drugs</e1> that may make you drowsy
positive	is a Hypotension  Patients on Diuretic Therapy Patients on diuretics and especially those in whom diuretic therapy was recently instituted may occasionally experience an excessive reduction of blood pressure after initiation of therapy with PRINIVIL
positive	is a The possibility of hypotensive effects with PRINIVIL can be minimized by either discontinuing the diuretic or increasing the salt intake prior to initiation of treatment with PRINIVIL
positive	is a If it is necessary to continue the diuretic initiate therapy with PRINIVIL at a dose of 5 mg daily and provide close medical supervision after the initial dose until blood pressure has stabilized
positive	is a When a diuretic is added to the therapy of a patient receiving <e2>PRINIVIL</e2> an additional <e1>antihypertensive</e1> effect is usually observed
negative	is a Studies with ACE inhibitors in combination with diuretics indicate that the dose of the ACE inhibitor can be reduced when it is given with a diuretic
negative	is a Nonsteroidal Antiinflammatory Agents In some patients with compromised renal function who are being treated with nonsteroidal antiinflammatory <e2>drugs</e2> the coadministration of <e1>lisinopril</e1> may result in a further deterioration of renal function
negative	is a These effects are usually reversible
positive	is a Reports suggest that NSAIDs may diminish the antihypertensive effect of ACE inhibitors including lisinopril
positive	is a This interaction should be given consideration in patients taking <e2>NSAIDs</e2> concomitantly with <e1>ACE inhibitors</e1>
negative	is a In a study in 36 patients with mild to moderate hypertension where the <e1>antihypertensive</e1> effects of PRINIVIL alone were compared to PRINIVIL given concomitantly with <e2>indomethacin</e2> the use of <e2>indomethacin</e2> was associated with a reduced <e1>antihypertensive</e1> effect although the difference between the two regimens was not significant
negative	is a Other Agents PRINIVIL has been used concomitantly with nitrates andor digoxin without evidence of clinically significant adverse interactions
negative	is a This included post myocardial infarction patients who were receiving intravenous or transdermal nitroglycerin
negative	is a No clinically important pharmacokinetic interactions occurred when PRINIVIL was used concomitantly with propranolol or hydrochlorothiazide
negative	is a The presence of food in the stomach does not alter the bioavailability of PRINIVIL
positive	is a Agents Increasing Serum Potassium PRINIVIL attenuates potassium loss caused by thiazidetype diuretics
positive	is a Use of PRINIVIL with potassiumsparing diuretics e
negative	is a <e2>spironolactone</e2> triamterene or amiloride <e1>potassium</e1> supplements or <e1>potassium</e1>containing salt substitutes may lead to significant increases in serum <e1>potassium</e1>
negative	is a Therefore if concomitant use of these agents is indicated because of demonstrated hypokalemia they should be used with caution and with frequent monitoring of serum potassium
positive	is a Potassium sparing agents should generally not be used in patients with heart failure who are receiving PRINIVIL
positive	is a Lithium Lithium toxicity has been reported in patients receiving lithium concomitantly with drugs which cause elimination of sodium including ACE inhibitors
negative	is a <e1>Lithium</e1> toxicity was usually reversible upon discontinuation of lithium and the <e2>ACE inhibitor</e2>
positive	is a It is recommended that serum lithium levels be monitored frequently if PRINIVIL is administered concomitantly with lithium
positive	is a The use of NSAIDs in patients who are receiving ACE inhibitors may potentiate renal disease states
negative	is a In vitro studies have shown that <e2>naproxen</e2> anion because of its affinity for protein may displace from their binding sites other drugs which are also <e1>albumin</e1>bound
negative	is a Theoretically the naproxen anion itself could likewise be displaced
